"photo-13279251_301464311";"http://cs416522.vk.me/v416522826/5949/416yZ_AGYT8.jpg";"Мокасины женские<br/>Цена: 910 грн.<br/>Размеры: 35-39<br/>Материал: натур. замша<br/>Сезон: весна, лето, осень<br/>KR10004<br/>Черный";"Мокасины женские";910;"KR10004";" 35-39";"Черный";"<h1>Мокасины женские</h1><br/><b>Материал:</b> натур. замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015636";"http://cs540103.vk.me/c540109/v540109826/c0d0/VuVlQKVdREE.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Черный";"Женские слипоны";699;"KR10052";" 35-40";"Черный";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015637";"http://cs540103.vk.me/c540109/v540109826/c0d8/H4hQ-dullRM.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Бордовый";"Женские слипоны";699;"KR10052";" 35-40";"Бордовый";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015673";"http://cs540103.vk.me/c540109/v540109826/c0e0/a7TTxL_pf1g.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Черный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Черный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015676";"http://cs540103.vk.me/c540109/v540109826/c0e9/FPmWhnMHweE.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Черный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Черный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015677";"http://cs540103.vk.me/c540109/v540109826/c0f2/8LcreSxQ9Bk.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Черный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Черный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015679";"http://cs540103.vk.me/c540109/v540109826/c0fb/8zbw50Z60Lw.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Черный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Черный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015680";"http://cs540103.vk.me/c540109/v540109826/c103/BWvdpeYygQU.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Черный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Черный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015682";"http://cs540103.vk.me/c540109/v540109826/c10b/ojsH6c0WTeI.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Черный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Черный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015683";"http://cs540103.vk.me/c540109/v540109826/c114/D8K_b5kk4-o.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Черный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Черный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015684";"http://cs540103.vk.me/c540109/v540109826/c11d/MGe9wBs_0O0.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Черный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Черный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015685";"http://cs540103.vk.me/c540109/v540109826/c126/DBTX-C4My9c.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Черный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Черный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015686";"http://cs540103.vk.me/c540109/v540109826/c12e/JPSidoXeTTc.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Черный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Черный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015688";"http://cs540103.vk.me/c540109/v540109826/c136/4Cf8WWWQ8tg.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Черный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Черный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015689";"http://cs540103.vk.me/c540109/v540109826/c13e/_uDzVsqllTs.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Черный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Черный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015697";"http://cs540103.vk.me/c540109/v540109826/c146/4IrerUGnq8w.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";;"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";"Missing colour;"
"photo-13279251_383015700";"http://cs540103.vk.me/c540109/v540109826/c14e/RR-imHme8eQ.jpg";"Женские слипоны с натуральной кожи<br/>Цена: 1180 грн.<br/>Размеры: 35-40<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10053<br/>Красный";"Женские слипоны с натуральной кожи";1180;"KR10053";" 35-40";"Красный";"<h1>Женские слипоны с натуральной кожи</h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
